a,transaction_id,customer_id,credit_card_number,amount,transaction_type,old_balance,transaction_time,new_balance,is_fraud
3965,T03965,C3648,4.4143E+16,122.91,Transfer,20654.94,03-01-2023 18:04,20532.03,0
3966,T03966,C1323,4.52198E+16,7875.85,ATM,8597.75,03-01-2023 18:05,721.9,0
3967,T03967,C4777,4.58199E+16,3071.26,Transfer,1198.6,03-01-2023 18:06,-1872.66,0
3968,T03968,C2842,4.83705E+16,412.18,POS,10673.14,03-01-2023 18:07,10260.96,1
3969,T03969,C4469,4.19829E+16,5887.64,Online,26864.96,03-01-2023 18:08,20977.32,0
3970,T03970,C2519,4.26238E+16,3982.87,Online,24129.89,03-01-2023 18:09,20147.02,1
3971,T03971,C1378,4.19759E+16,9738.27,Transfer,25124.71,03-01-2023 18:10,15386.44,0
3972,T03972,C3193,4.96428E+16,5446.54,ATM,12459.58,03-01-2023 18:11,7013.04,0
3973,T03973,C3967,4.45754E+16,2759.64,POS,34289.54,03-01-2023 18:12,31529.9,0
3974,T03974,C4397,4.49011E+16,7097.29,ATM,35242.74,03-01-2023 18:13,28145.45,0
3975,T03975,C1780,4.46166E+16,2722.21,Online,17962.59,03-01-2023 18:14,15240.38,0
3976,T03976,C1211,4.15807E+16,9043.39,Online,44070.39,03-01-2023 18:15,35027,0
3977,T03977,C2099,4.40843E+16,3753.47,ATM,32236.76,03-01-2023 18:16,28483.29,0
3978,T03978,C2544,4.64437E+16,5503.19,Transfer,35680.66,03-01-2023 18:17,30177.47,0
3979,T03979,C3759,4.29152E+16,515.23,Transfer,13939.26,03-01-2023 18:18,13424.03,0
3980,T03980,C3477,4.76769E+16,4266.95,ATM,130.52,03-01-2023 18:19,-4136.43,0
3981,T03981,C3469,4.20298E+16,8325.31,Online,43282.24,03-01-2023 18:20,34956.93,0
3982,T03982,C1161,4.50945E+16,8058.43,ATM,41138.98,03-01-2023 18:21,33080.55,0
3983,T03983,C4578,4.59097E+16,2250.94,Online,6247.28,03-01-2023 18:22,3996.34,0
3984,T03984,C1298,4.95436E+16,2268.53,ATM,18767.85,03-01-2023 18:23,16499.32,0
3985,T03985,C1770,4.23107E+16,8174.88,Transfer,33100.83,03-01-2023 18:24,24925.95,0
3986,T03986,C4295,4.29228E+16,9304.68,POS,32640.33,03-01-2023 18:25,23335.65,0
3987,T03987,C4119,4.61179E+16,962.66,Online,43031.48,03-01-2023 18:26,42068.82,1
3988,T03988,C3406,4.98974E+16,4506.09,POS,7099.38,03-01-2023 18:27,2593.29,0
3989,T03989,C3966,4.79734E+16,3381.17,Transfer,21553.99,03-01-2023 18:28,18172.82,0
3990,T03990,C3750,4.1562E+16,8708.18,ATM,4951.5,03-01-2023 18:29,-3756.68,0
3991,T03991,C3289,4.82826E+16,844.41,Transfer,19540.8,03-01-2023 18:30,18696.39,0
3992,T03992,C1888,4.81117E+16,2119.15,POS,853.86,03-01-2023 18:31,-1265.29,1
3993,T03993,C2963,4.98141E+16,7527.16,Transfer,44923.83,03-01-2023 18:32,37396.67,0
3994,T03994,C1855,4.29223E+16,522.43,Transfer,26399.5,03-01-2023 18:33,25877.07,0
3995,T03995,C4561,4.2905E+16,4930.43,ATM,42505.13,03-01-2023 18:34,37574.7,0
3996,T03996,C4715,4.12067E+16,4426.65,POS,3089.24,03-01-2023 18:35,-1337.41,0
3997,T03997,C2363,4.7833E+16,3350.67,POS,11450.16,03-01-2023 18:36,8099.49,0
3998,T03998,C2241,4.48093E+16,3951.78,POS,13043.06,03-01-2023 18:37,9091.28,0
3999,T03999,C4919,4.32705E+16,5304.11,Online,19395.91,03-01-2023 18:38,14091.8,0
4000,T04000,C4723,4.25862E+16,1622.06,Transfer,40163.03,03-01-2023 18:39,38540.97,0
4001,T04001,C1062,4.22767E+16,5724.24,POS,19389.24,03-01-2023 18:40,13665,0
4002,T04002,C1867,4.34671E+16,8056.27,Transfer,10312.21,03-01-2023 18:41,2255.94,0
4003,T04003,C4838,4.1736E+16,7604.01,ATM,3343.01,03-01-2023 18:42,-4261,0
4004,T04004,C1778,4.88703E+16,1547.46,ATM,4066.64,03-01-2023 18:43,2519.18,0
4005,T04005,C4940,4.5066E+16,1501,Online,38026.36,03-01-2023 18:44,36525.36,0
4006,T04006,C4037,4.47805E+16,2689.06,Online,22295.67,03-01-2023 18:45,19606.61,0
4007,T04007,C1480,4.29285E+16,3617.14,ATM,36336.44,03-01-2023 18:46,32719.3,0
4008,T04008,C4059,4.90441E+16,4090.47,POS,34146.13,03-01-2023 18:47,30055.66,0
4009,T04009,C4089,4.2658E+16,6800.18,ATM,6854.59,03-01-2023 18:48,54.41,0
4010,T04010,C2961,4.14841E+16,576.24,Transfer,7230.11,03-01-2023 18:49,6653.87,0
4011,T04011,C4745,4.9061E+16,356.38,Online,37791.57,03-01-2023 18:50,37435.19,1
4012,T04012,C1993,4.48599E+16,3925.19,Online,36091.29,03-01-2023 18:51,32166.1,0
4013,T04013,C3849,4.96772E+16,6974.67,ATM,18963.74,03-01-2023 18:52,11989.07,0
4014,T04014,C3475,4.36743E+16,1942.42,POS,3963.37,03-01-2023 18:53,2020.95,0
4015,T04015,C3882,4.27889E+16,6418.63,POS,703.69,03-01-2023 18:54,-5714.94,0
4016,T04016,C1837,4.94843E+16,2605.68,Transfer,14479.03,03-01-2023 18:55,11873.35,0
4017,T04017,C2624,4.53381E+16,8862,Online,560.19,03-01-2023 18:56,-8301.81,0
4018,T04018,C4748,4.58234E+16,8957.94,ATM,11580.62,03-01-2023 18:57,2622.68,0
4019,T04019,C1980,4.80604E+16,2979.9,ATM,21033.09,03-01-2023 18:58,18053.19,0
4020,T04020,C3261,4.96973E+16,2307.64,Online,6158.65,03-01-2023 18:59,3851.01,0
4021,T04021,C2317,4.49342E+16,4118.93,ATM,5303.46,03-01-2023 19:00,1184.53,0
4022,T04022,C4176,4.922E+16,2412.91,Online,44832.23,03-01-2023 19:01,42419.32,0
4023,T04023,C2159,4.6137E+16,6727.11,POS,29314.95,03-01-2023 19:02,22587.84,0
4024,T04024,C2559,4.84131E+16,8262.39,POS,46729.34,03-01-2023 19:03,38466.95,0
4025,T04025,C2909,4.60522E+16,6734.19,ATM,17356.73,03-01-2023 19:04,10622.54,0
4026,T04026,C3185,4.90505E+16,8245.26,POS,33889.53,03-01-2023 19:05,25644.27,0
4027,T04027,C3657,4.27885E+16,3975.95,POS,10314.11,03-01-2023 19:06,6338.16,0
4028,T04028,C2471,4.75097E+16,1571.61,Transfer,30955.18,03-01-2023 19:07,29383.57,0
4029,T04029,C2263,4.62106E+16,7382.13,Online,6566.33,03-01-2023 19:08,-815.8,0
4030,T04030,C2071,4.23026E+16,3611.14,Online,203.82,03-01-2023 19:09,-3407.32,0
4031,T04031,C2473,4.69813E+16,6716,ATM,46583.44,03-01-2023 19:10,39867.44,0
4032,T04032,C3100,4.84175E+16,2713.73,Online,27789.23,03-01-2023 19:11,25075.5,0
4033,T04033,C4615,4.76145E+16,821.48,Transfer,46354.34,03-01-2023 19:12,45532.86,0
4034,T04034,C3036,4.84331E+16,9925.89,ATM,16758.19,03-01-2023 19:13,6832.3,0
4035,T04035,C2908,4.76034E+16,1570.45,ATM,16456.52,03-01-2023 19:14,14886.07,0
4036,T04036,C1403,4.11278E+16,9884.33,Online,20092.68,03-01-2023 19:15,10208.35,0
4037,T04037,C4288,4.9075E+16,9773.03,POS,35331.45,03-01-2023 19:16,25558.42,0
4038,T04038,C3959,4.94111E+16,7940.24,POS,28333.85,03-01-2023 19:17,20393.61,0
4039,T04039,C2923,4.54986E+16,6597.64,POS,46275.21,03-01-2023 19:18,39677.57,0
4040,T04040,C4119,4.385E+16,5782.29,POS,1369.5,03-01-2023 19:19,-4412.79,0
4041,T04041,C4439,4.81339E+16,8662.35,Transfer,35438.98,03-01-2023 19:20,26776.63,0
4042,T04042,C2311,4.70704E+16,2901.5,ATM,16583.35,03-01-2023 19:21,13681.85,0
4043,T04043,C4745,4.33671E+16,4682.14,POS,9093.66,03-01-2023 19:22,4411.52,0
4044,T04044,C1832,4.75058E+16,6197.71,Transfer,25568.74,03-01-2023 19:23,19371.03,1
4045,T04045,C2518,4.99013E+16,4117.79,ATM,25302.68,03-01-2023 19:24,21184.89,0
4046,T04046,C2281,4.94967E+16,4280.59,Online,6936.85,03-01-2023 19:25,2656.26,0
4047,T04047,C2695,4.87216E+16,3309.54,Online,10174.61,03-01-2023 19:26,6865.07,0
4048,T04048,C1187,4.67132E+16,5646.68,Transfer,20467.42,03-01-2023 19:27,14820.74,0
4049,T04049,C3304,4.67548E+16,8507.24,ATM,20499.69,03-01-2023 19:28,11992.45,0
4050,T04050,C4539,4.62096E+16,2023.27,POS,15946.15,03-01-2023 19:29,13922.88,0
4051,T04051,C1906,4.13286E+16,9344.99,ATM,7512.4,03-01-2023 19:30,-1832.59,0
4052,T04052,C4036,4.77167E+16,6893.99,POS,318.25,03-01-2023 19:31,-6575.74,0
4053,T04053,C1597,4.26903E+16,8234.5,Transfer,48514.73,03-01-2023 19:32,40280.23,0
4054,T04054,C1066,4.7273E+16,5566.35,POS,47180.61,03-01-2023 19:33,41614.26,0
4055,T04055,C2068,4.7975E+16,7797.37,Transfer,24234.15,03-01-2023 19:34,16436.78,0
4056,T04056,C3266,4.64128E+16,171.84,ATM,49753.08,03-01-2023 19:35,49581.24,0
4057,T04057,C4828,4.29468E+16,8185.62,ATM,33715.35,03-01-2023 19:36,25529.73,0
4058,T04058,C3392,4.28894E+16,410.99,POS,3535.99,03-01-2023 19:37,3125,0
4059,T04059,C3372,4.27218E+16,8900.23,ATM,5974.14,03-01-2023 19:38,-2926.09,0
4060,T04060,C3949,4.71215E+16,9919.71,POS,45813.93,03-01-2023 19:39,35894.22,0
4061,T04061,C2710,4.96028E+16,2947.73,ATM,31539.6,03-01-2023 19:40,28591.87,0
4062,T04062,C2209,4.4335E+16,2111.08,Online,42174.86,03-01-2023 19:41,40063.78,0
4063,T04063,C1624,4.42768E+16,7655.98,POS,44923.66,03-01-2023 19:42,37267.68,0
4064,T04064,C1803,4.37197E+16,2537.73,Transfer,22452.31,03-01-2023 19:43,19914.58,0
4065,T04065,C2351,4.37649E+16,8656.97,Online,2521.44,03-01-2023 19:44,-6135.53,0
4066,T04066,C1942,4.83774E+16,1037.4,Transfer,9495.19,03-01-2023 19:45,8457.79,0
4067,T04067,C2555,4.21236E+16,1268.29,ATM,3421.94,03-01-2023 19:46,2153.65,0
4068,T04068,C3333,4.54958E+16,9791.72,Online,9518.12,03-01-2023 19:47,-273.6,0
4069,T04069,C4413,4.99986E+16,6741.65,ATM,20585.59,03-01-2023 19:48,13843.94,0
4070,T04070,C2006,4.47295E+16,8470.4,POS,5998.02,03-01-2023 19:49,-2472.38,0
4071,T04071,C3045,4.41681E+16,3250.05,Transfer,8419.99,03-01-2023 19:50,5169.94,0
4072,T04072,C3255,4.84596E+16,6768.07,ATM,22346.51,03-01-2023 19:51,15578.44,0
4073,T04073,C3681,4.48357E+16,5946.48,Transfer,17074.53,03-01-2023 19:52,11128.05,0
4074,T04074,C4864,4.97736E+16,6035.47,Transfer,23436.14,03-01-2023 19:53,17400.67,0
4075,T04075,C3805,4.40249E+16,6828.5,ATM,21515.68,03-01-2023 19:54,14687.18,0
4076,T04076,C2382,4.93438E+16,5757.84,POS,32259.45,03-01-2023 19:55,26501.61,0
4077,T04077,C2054,4.51327E+16,4296.33,Transfer,46865.76,03-01-2023 19:56,42569.43,0
4078,T04078,C4126,4.43608E+16,2766.47,ATM,5482.43,03-01-2023 19:57,2715.96,0
4079,T04079,C4365,4.59788E+16,7688.13,POS,5053.08,03-01-2023 19:58,-2635.05,0
4080,T04080,C3001,4.24651E+16,2270.46,ATM,42655.02,03-01-2023 19:59,40384.56,1
4081,T04081,C4958,4.4926E+16,6926.62,POS,25369.2,03-01-2023 20:00,18442.58,0
4082,T04082,C3963,4.35673E+16,2340.99,Transfer,38343.61,03-01-2023 20:01,36002.62,0
4083,T04083,C3628,4.69412E+16,6257.05,Online,10849.55,03-01-2023 20:02,4592.5,0
4084,T04084,C4029,4.71274E+16,7473.31,ATM,41460.24,03-01-2023 20:03,33986.93,0
4085,T04085,C3009,4.67115E+16,2194.95,Transfer,46199.95,03-01-2023 20:04,44005,0
4086,T04086,C2887,4.73239E+16,608.83,ATM,31810.6,03-01-2023 20:05,31201.77,0
4087,T04087,C1689,4.94479E+16,1318.43,ATM,5383.36,03-01-2023 20:06,4064.93,0
4088,T04088,C4001,4.91595E+16,6063.91,POS,44775.21,03-01-2023 20:07,38711.3,0
4089,T04089,C4256,4.18937E+16,8495.97,ATM,39645.14,03-01-2023 20:08,31149.17,0
4090,T04090,C2442,4.17892E+16,459.52,POS,37568.8,03-01-2023 20:09,37109.28,0
4091,T04091,C1693,4.85411E+16,7344.17,Transfer,1932.74,03-01-2023 20:10,-5411.43,0
4092,T04092,C1573,4.18074E+16,3419.77,ATM,39968.23,03-01-2023 20:11,36548.46,0
4093,T04093,C3950,4.1148E+16,4790.5,Transfer,6983.76,03-01-2023 20:12,2193.26,0
4094,T04094,C3238,4.93992E+16,9289.31,Online,11197.07,03-01-2023 20:13,1907.76,0
4095,T04095,C3000,4.19338E+16,3326.4,Transfer,28899.03,03-01-2023 20:14,25572.63,0
4096,T04096,C1753,4.77549E+16,4658.72,ATM,13322.54,03-01-2023 20:15,8663.82,0
4097,T04097,C4755,4.66189E+16,146.69,Online,33101.28,03-01-2023 20:16,32954.59,0
4098,T04098,C4642,4.59065E+16,825.17,POS,30442.72,03-01-2023 20:17,29617.55,0
4099,T04099,C3220,4.67063E+16,2593.33,Online,5496.66,03-01-2023 20:18,2903.33,0
4100,T04100,C3628,4.55339E+16,288.24,ATM,32835.13,03-01-2023 20:19,32546.89,0
4101,T04101,C4920,4.82586E+16,6317.44,ATM,46205.35,03-01-2023 20:20,39887.91,0
4102,T04102,C1240,4.70142E+16,4269.72,Transfer,8139.38,03-01-2023 20:21,3869.66,0
4103,T04103,C3146,4.86715E+16,5485.97,POS,29893.39,03-01-2023 20:22,24407.42,0
4104,T04104,C1138,4.29084E+16,1754.73,ATM,17159.08,03-01-2023 20:23,15404.35,0
4105,T04105,C4436,4.79975E+16,2966.36,ATM,23034.62,03-01-2023 20:24,20068.26,0
4106,T04106,C4468,4.59683E+16,6641.61,POS,14421.31,03-01-2023 20:25,7779.7,0
4107,T04107,C1304,4.20313E+16,9653.37,POS,17771.12,03-01-2023 20:26,8117.75,0
4108,T04108,C4871,4.87132E+16,513.66,Transfer,1542.7,03-01-2023 20:27,1029.04,0
4109,T04109,C4350,4.95618E+16,8904.94,Online,49079.43,03-01-2023 20:28,40174.49,0
4110,T04110,C3737,4.4158E+16,5773.04,POS,31277.52,03-01-2023 20:29,25504.48,0
4111,T04111,C1198,4.81495E+16,5643.56,ATM,25085.21,03-01-2023 20:30,19441.65,0
4112,T04112,C4130,4.51789E+16,5007.78,POS,19247.4,03-01-2023 20:31,14239.62,0
4113,T04113,C1026,4.91785E+16,703.25,ATM,27014.79,03-01-2023 20:32,26311.54,0
4114,T04114,C2689,4.68084E+16,907.87,Transfer,19067.29,03-01-2023 20:33,18159.42,0
4115,T04115,C1563,4.80674E+16,6013.11,Online,18059.41,03-01-2023 20:34,12046.3,0
4116,T04116,C4451,4.45651E+16,3416.18,Transfer,23250.93,03-01-2023 20:35,19834.75,0
4117,T04117,C3583,4.94633E+16,9173.51,POS,13871.55,03-01-2023 20:36,4698.04,0
4118,T04118,C1947,4.80454E+16,4071.84,ATM,9084.49,03-01-2023 20:37,5012.65,0
4119,T04119,C1278,4.55717E+16,1441.38,POS,27874.63,03-01-2023 20:38,26433.25,0
4120,T04120,C3896,4.34104E+16,7150.04,POS,42154,03-01-2023 20:39,35003.96,0
4121,T04121,C1618,4.69329E+16,2940.6,POS,7726.13,03-01-2023 20:40,4785.53,0
4122,T04122,C1037,4.37688E+16,5259.45,POS,1733.44,03-01-2023 20:41,-3526.01,0
4123,T04123,C1895,4.91306E+16,6981.35,Online,12415.91,03-01-2023 20:42,5434.56,0
4124,T04124,C3071,4.91906E+16,9003.64,ATM,48988.06,03-01-2023 20:43,39984.42,0
4125,T04125,C2867,4.70646E+16,7923.99,POS,41455.03,03-01-2023 20:44,33531.04,0
4126,T04126,C2528,4.10374E+16,6766.85,ATM,29833.72,03-01-2023 20:45,23066.87,0
4127,T04127,C1247,4.91881E+16,6799.54,Online,46469.52,03-01-2023 20:46,39669.98,0
4128,T04128,C3530,4.12943E+16,9459.79,ATM,22319.43,03-01-2023 20:47,12859.64,0
4129,T04129,C3612,4.12364E+16,2965.28,ATM,49165.7,03-01-2023 20:48,46200.42,0
4130,T04130,C3731,4.81203E+16,21.11,Online,14885.47,03-01-2023 20:49,14864.36,0
4131,T04131,C4825,4.8573E+16,2726.83,POS,12091.26,03-01-2023 20:50,9364.43,0
4132,T04132,C3525,4.56744E+16,2186.73,ATM,31938.61,03-01-2023 20:51,29751.88,1
4133,T04133,C4738,4.76765E+16,6621.73,Transfer,18969.88,03-01-2023 20:52,12348.15,1
4134,T04134,C2979,4.38595E+16,6340.78,ATM,31355.64,03-01-2023 20:53,25014.86,0
4135,T04135,C3700,4.25349E+16,5938.68,POS,15319.28,03-01-2023 20:54,9380.6,0
4136,T04136,C2998,4.61538E+16,172.27,Transfer,30934.12,03-01-2023 20:55,30761.85,0
4137,T04137,C1064,4.48733E+16,7290.49,POS,13859.74,03-01-2023 20:56,6569.25,0
4138,T04138,C1027,4.60057E+16,3242.07,ATM,2643.51,03-01-2023 20:57,-598.56,0
4139,T04139,C3179,4.45251E+16,6653.91,Online,45615.58,03-01-2023 20:58,38961.67,0
4140,T04140,C3259,4.65508E+16,5570.22,POS,44171.94,03-01-2023 20:59,38601.72,0
4141,T04141,C2684,4.45427E+16,3433.88,POS,48542.83,03-01-2023 21:00,45108.95,0
4142,T04142,C1048,4.14646E+16,1354.42,Online,35854.71,03-01-2023 21:01,34500.29,0
4143,T04143,C1068,4.93942E+16,953.24,ATM,34167.79,03-01-2023 21:02,33214.55,0
4144,T04144,C3168,4.4865E+16,8316.87,POS,27994.25,03-01-2023 21:03,19677.38,0
4145,T04145,C3958,4.94613E+16,9184.79,ATM,6384.53,03-01-2023 21:04,-2800.26,0
4146,T04146,C2125,4.45165E+16,6501.38,ATM,9542.84,03-01-2023 21:05,3041.46,1
4147,T04147,C3194,4.75583E+16,1043.31,ATM,14544.54,03-01-2023 21:06,13501.23,0
4148,T04148,C2174,4.4631E+16,4026.25,Online,44518.8,03-01-2023 21:07,40492.55,0
4149,T04149,C1070,4.38654E+16,7292.1,ATM,8731.18,03-01-2023 21:08,1439.08,0
4150,T04150,C3057,4.24271E+16,7800.41,ATM,46151.37,03-01-2023 21:09,38350.96,0
4151,T04151,C4330,4.30804E+16,1191,Transfer,26187.01,03-01-2023 21:10,24996.01,0
4152,T04152,C3858,4.73953E+16,10.31,Transfer,35806.92,03-01-2023 21:11,35796.61,0
4153,T04153,C3760,4.21379E+16,7124.25,Transfer,5601.2,03-01-2023 21:12,-1523.05,0
4154,T04154,C2763,4.20662E+16,3572.4,POS,13524.77,03-01-2023 21:13,9952.37,0
4155,T04155,C4302,4.61966E+16,2552.27,POS,47930.08,03-01-2023 21:14,45377.81,0
4156,T04156,C4849,4.45309E+16,138.85,Transfer,13380.88,03-01-2023 21:15,13242.03,0
4157,T04157,C4726,4.7865E+16,5407.59,Online,14896.43,03-01-2023 21:16,9488.84,0
4158,T04158,C1734,4.92566E+16,8513,Online,9960.11,03-01-2023 21:17,1447.11,0
4159,T04159,C1438,4.85421E+16,9576.74,Transfer,6540.78,03-01-2023 21:18,-3035.96,0
4160,T04160,C4760,4.24326E+16,5661.79,POS,11739.56,03-01-2023 21:19,6077.77,0
4161,T04161,C1394,4.3904E+16,5149.47,POS,32152.11,03-01-2023 21:20,27002.64,0
4162,T04162,C3147,4.184E+16,859.71,Online,22822.85,03-01-2023 21:21,21963.14,0
4163,T04163,C1609,4.12309E+16,5493.24,ATM,27732.42,03-01-2023 21:22,22239.18,0
4164,T04164,C1987,4.11039E+16,3805.99,Online,6206,03-01-2023 21:23,2400.01,0
4165,T04165,C1786,4.79358E+16,6075.28,ATM,40125.61,03-01-2023 21:24,34050.33,0
4166,T04166,C3538,4.23785E+16,3893.38,POS,39226.33,03-01-2023 21:25,35332.95,0
4167,T04167,C3156,4.65673E+16,2410.59,POS,1177.34,03-01-2023 21:26,-1233.25,0
4168,T04168,C2033,4.5897E+16,958.7,Transfer,19237.4,03-01-2023 21:27,18278.7,0
4169,T04169,C4339,4.97586E+16,3156.04,POS,3531.65,03-01-2023 21:28,375.61,0
4170,T04170,C2451,4.61503E+16,975.48,ATM,39626.08,03-01-2023 21:29,38650.6,0
4171,T04171,C2094,4.12278E+16,1777.2,Online,36889.76,03-01-2023 21:30,35112.56,0
4172,T04172,C4256,4.76128E+16,9873.49,Transfer,45109.21,03-01-2023 21:31,35235.72,0
4173,T04173,C2625,4.98578E+16,4446.59,ATM,11896.56,03-01-2023 21:32,7449.97,0
4174,T04174,C1323,4.67147E+16,5323.4,Online,22869.16,03-01-2023 21:33,17545.76,0
4175,T04175,C2528,4.80039E+16,8737.45,Online,9305.95,03-01-2023 21:34,568.5,0
4176,T04176,C4929,4.26803E+16,9955.73,Online,18624.62,03-01-2023 21:35,8668.89,0
4177,T04177,C2663,4.68774E+16,5831.32,POS,26159.94,03-01-2023 21:36,20328.62,0
4178,T04178,C2880,4.29974E+16,8126.61,Online,2761.21,03-01-2023 21:37,-5365.4,0
4179,T04179,C3314,4.27459E+16,3276.14,POS,35772.03,03-01-2023 21:38,32495.89,0
4180,T04180,C1996,4.85702E+16,3064.38,Online,27210.34,03-01-2023 21:39,24145.96,0
4181,T04181,C3855,4.7542E+16,4033.01,Online,41465.05,03-01-2023 21:40,37432.04,0
4182,T04182,C1925,4.82697E+16,6728.35,POS,13661.85,03-01-2023 21:41,6933.5,0
4183,T04183,C2228,4.44057E+16,6825.09,POS,45175.72,03-01-2023 21:42,38350.63,0
4184,T04184,C3801,4.33462E+16,3159.24,ATM,49934.84,03-01-2023 21:43,46775.6,0
4185,T04185,C4391,4.14661E+16,1340.77,Online,45972.99,03-01-2023 21:44,44632.22,0
4186,T04186,C4472,4.17473E+16,6327.64,POS,38916.83,03-01-2023 21:45,32589.19,0
4187,T04187,C1330,4.2295E+16,1291.98,ATM,40637.2,03-01-2023 21:46,39345.22,0
4188,T04188,C3677,4.12084E+16,5789.14,ATM,28729.84,03-01-2023 21:47,22940.7,0
4189,T04189,C4515,4.98703E+16,6937.29,POS,9588.68,03-01-2023 21:48,2651.39,0
4190,T04190,C3661,4.88087E+16,7009.11,Online,33884.33,03-01-2023 21:49,26875.22,0
4191,T04191,C4111,4.19992E+16,7537.19,ATM,35666.37,03-01-2023 21:50,28129.18,0
4192,T04192,C1129,4.93515E+16,8729.87,Online,49270.72,03-01-2023 21:51,40540.85,0
4193,T04193,C1382,4.2105E+16,5004.59,Online,27110.94,03-01-2023 21:52,22106.35,0
4194,T04194,C2660,4.22775E+16,7305.19,ATM,13641.31,03-01-2023 21:53,6336.12,0
4195,T04195,C2553,4.33598E+16,6195.54,POS,34215.26,03-01-2023 21:54,28019.72,0
4196,T04196,C2544,4.2627E+16,1874.53,Online,48970.85,03-01-2023 21:55,47096.32,0
4197,T04197,C3263,4.1697E+16,266.64,Transfer,8942.97,03-01-2023 21:56,8676.33,0
4198,T04198,C2949,4.86077E+16,2852.57,POS,16367.3,03-01-2023 21:57,13514.73,0
4199,T04199,C1229,4.9221E+16,4435.91,ATM,27139.86,03-01-2023 21:58,22703.95,0
4200,T04200,C3608,4.28732E+16,6174.89,Transfer,8593.71,03-01-2023 21:59,2418.82,0
4201,T04201,C1038,4.19068E+16,8501.09,Online,1208.81,03-01-2023 22:00,-7292.28,0
4202,T04202,C3878,4.81647E+16,1970.49,POS,16915.46,03-01-2023 22:01,14944.97,0
4203,T04203,C1701,4.47267E+16,1264.24,Transfer,43282,03-01-2023 22:02,42017.76,0
4204,T04204,C1338,4.53822E+16,9635.16,POS,2269.07,03-01-2023 22:03,-7366.09,0
4205,T04205,C3047,4.66356E+16,1089.37,Online,21503.56,03-01-2023 22:04,20414.19,0
4206,T04206,C4462,4.28942E+16,4790.13,POS,38133.82,03-01-2023 22:05,33343.69,0
4207,T04207,C2777,4.47822E+16,5859.78,Transfer,47663.81,03-01-2023 22:06,41804.03,0
4208,T04208,C3641,4.90138E+16,5418.33,POS,49275.22,03-01-2023 22:07,43856.89,0
4209,T04209,C4212,4.67065E+16,869.46,ATM,21156.27,03-01-2023 22:08,20286.81,0
4210,T04210,C2356,4.50612E+16,579.7,ATM,47524.18,03-01-2023 22:09,46944.48,0
4211,T04211,C3317,4.24511E+16,1063.78,Transfer,1867.41,03-01-2023 22:10,803.63,0
4212,T04212,C4514,4.36909E+16,5860.02,POS,37321.26,03-01-2023 22:11,31461.24,1
4213,T04213,C4988,4.91392E+16,5448.01,Transfer,32173.03,03-01-2023 22:12,26725.02,0
4214,T04214,C1390,4.69417E+16,2345.07,POS,12551.14,03-01-2023 22:13,10206.07,1
4215,T04215,C4665,4.66855E+16,6381.36,Online,25415.19,03-01-2023 22:14,19033.83,0
4216,T04216,C3163,4.86994E+16,8202.47,ATM,6564.73,03-01-2023 22:15,-1637.74,0
4217,T04217,C4764,4.20557E+16,425.37,Online,43592.7,03-01-2023 22:16,43167.33,0
4218,T04218,C1174,4.40878E+16,4986.32,POS,17959.11,03-01-2023 22:17,12972.79,0
4219,T04219,C1941,4.41236E+16,6896.21,Online,31339.62,03-01-2023 22:18,24443.41,0
4220,T04220,C1865,4.99614E+16,2530.6,Transfer,8022.94,03-01-2023 22:19,5492.34,0
4221,T04221,C4691,4.64043E+16,3084.63,Transfer,10387.63,03-01-2023 22:20,7303,0
4222,T04222,C4555,4.10452E+16,6140.24,POS,49598.62,03-01-2023 22:21,43458.38,0
4223,T04223,C3835,4.56995E+16,8980.37,ATM,37679.01,03-01-2023 22:22,28698.64,0
4224,T04224,C4635,4.32923E+16,8101.14,Transfer,48102.4,03-01-2023 22:23,40001.26,0
4225,T04225,C3321,4.20952E+16,5835.47,ATM,14862.97,03-01-2023 22:24,9027.5,0
4226,T04226,C2947,4.64594E+16,7304.91,POS,8311.69,03-01-2023 22:25,1006.78,0
4227,T04227,C2110,4.58274E+16,3654.58,ATM,25203.12,03-01-2023 22:26,21548.54,0
4228,T04228,C1190,4.56657E+16,6413.25,POS,24783.95,03-01-2023 22:27,18370.7,0
4229,T04229,C4785,4.78541E+16,4667.15,Online,8829.83,03-01-2023 22:28,4162.68,0
4230,T04230,C1304,4.29483E+16,1907.46,POS,36687.66,03-01-2023 22:29,34780.2,0
4231,T04231,C3803,4.42866E+16,7020.37,Online,18152.7,03-01-2023 22:30,11132.33,0
4232,T04232,C4791,4.90936E+16,5569.08,POS,9399.63,03-01-2023 22:31,3830.55,0
4233,T04233,C2148,4.12657E+16,3592.63,Transfer,16665.97,03-01-2023 22:32,13073.34,0
4234,T04234,C4683,4.22481E+16,9114.28,Transfer,28226.57,03-01-2023 22:33,19112.29,1
4235,T04235,C3224,4.17516E+16,219.13,ATM,36350.9,03-01-2023 22:34,36131.77,0
4236,T04236,C3308,4.72294E+16,3164.57,POS,24146.36,03-01-2023 22:35,20981.79,0
4237,T04237,C3695,4.21401E+16,578.25,POS,26327.19,03-01-2023 22:36,25748.94,0
4238,T04238,C1134,4.3465E+16,7667.61,POS,7033.4,03-01-2023 22:37,-634.21,0
4239,T04239,C1734,4.27946E+16,7024.05,ATM,45743.08,03-01-2023 22:38,38719.03,0
4240,T04240,C4804,4.18284E+16,3320.21,Transfer,46443.34,03-01-2023 22:39,43123.13,0
